id,year
1682,2006
9271,1989
8294,2002
13138,1991
11458,2004
9844,2003
11153,1990
6663,1988
1419,2003
10589,1984
9355,2002
5287,1986
6163,2005
9376,1991
13276,2004
3269,2000
12618,2003
964,2001
16139,1994
10824,1995
18392,1990
17141,1989
1858,1985
12021,2002
12948,1985
9613,2004
17838,2000
14849,2003
4061,1997
14837,1986
9646,1989
19584,1987
3823,2002
5309,2003
5767,1991
12939,1991
14359,2002
16646,2001
9894,2006
249,2001
3878,1997
15336,2002
10238,1993
11638,2003
1823,2001
19007,1991
7540,2002
15062,2001
6437,2001
10229,2001
19094,2002
5528,2005
18522,1992
12385,2003
11172,1997
4507,2001
4671,2005
10612,2002
7622,2003
1482,2005
1102,1992
6579,2001
13838,1999
15559,2005
14538,1991
16882,1996
13041,2001
8120,2008
9521,1999
5402,2004
8557,1988
17134,1993
17636,1995
4297,1991
17664,1996
9886,2005
7345,2004
5650,1985
7394,2002
9415,2007
16686,1990
7426,1988
8703,1987
1790,1991
19025,1988
17442,2000
19978,1997
10390,1991
1894,2003
14100,1997
8409,1998
7605,1996
6914,1986
10628,1987
3191,2005
8965,2005
15065,1992
9935,1990
7411,1988
2179,1994
9027,1981
19182,1996
13197,1987
3833,1996
8908,1997
14071,1998
8970,1987
11749,2009
10568,2011
1186,1997
17393,2005
6532,2001
14662,2002
14332,2005
12678,2000
17245,1988
4692,2004
16112,2006
3597,1992
19840,2007
13608,2004
10033,1987
2768,2004
840,2003
9943,1992
10605,2003
313,1998
7532,2005
6883,1988
871,1985
2147,2010
19249,1994
3913,2004
11523,2004
13791,2004
7091,2007
17590,2000
16947,1993
182,2003
4713,1991
15404,2004
11694,1996
12688,1989
18847,2003
1544,2004
11394,1993
12118,1986
7449,1993
14232,2004
15852,2004
11099,1985
1226,2005
4697,2005
19304,1993
18441,1995
16114,2001
13985,1994
10012,1990
12917,2002
4641,2001
14300,2010
3587,1990
337,1999
14892,2005
3410,2002
18349,2004
10299,2005
5604,2003
2901,2004
19903,1992
2011,1989
413,1994
8448,1982
3273,2002
6449,2005
5125,1991
712,2001
14440,2004
6944,2000
1470,1998
8159,1985
8091,2003
10312,1997
7324,2005
600,2000
5286,2008
678,1987
13130,1986
8196,1990
17342,1997
12389,1986
18033,2000
19791,2003
1044,1994
1532,1988
15044,1987
16331,2000
10192,1988
9655,2007
4834,2001
11762,2003
7861,2004
9468,2003
14682,2003
19873,2002
10071,1988
19113,2004
12490,2002
1637,1987
8030,2007
4465,1996
3372,1990
18190,1989
2946,1985
14148,2009
10028,2004
1343,2005
2103,2005
11781,1988
6892,2003
8246,2004
14938,1987
7250,2003
11730,2004
8287,2000
8434,1990
13131,1989
8963,2000
15584,2005
14174,2001
2770,1990
10635,1994
4172,2000
16218,2005
1720,1996
8834,1991
17690,2008
6306,2007
18487,1996
10109,2004
18710,1997
7753,2004
3818,1993
2994,2003
17926,2001
16592,1987
4930,1988
17391,1989
552,2006
103,2005
5437,1998
13481,1997
16783,1989
17183,2005
10084,2004
14714,2004
18317,2005
10959,2003
13800,2000
12659,2004
18838,2002
19809,1998
12880,2005
2575,2005
10164,2005
11509,1986
6977,2005
8272,2003
9729,2004
5764,2003
17930,1998
7987,1989
3593,2005
11948,1995
6680,1994
12813,2002
17666,2003
18370,2003
14447,1993
10733,2003
14683,2004
12064,2003
12066,1994
3558,1989
18311,2008
18717,1986
11180,1999
1266,1996
614,2004
7831,2002
9431,1989
14284,1992
12909,2005
11472,2001
3763,2003
8256,1997
13986,2006
18115,1999
15200,1986
17538,1987
6060,1994
7123,1996
10691,1999
12238,2005
302,1985
16072,2003
15542,2000
540,1988
16637,2001
1601,2005
5081,1997
18656,1999
8587,1990
9325,1998
8124,1992
16895,2005
1683,1992
4936,2007
19188,2004
16736,1991
17196,1991
12393,1988
9852,2004
16412,2004
12174,2005
14302,2002
13931,2006
973,1986
422,2000
10039,1998
8146,2005
19029,2005
7014,1989
230,2001
10443,2002
17947,1988
8602,1991
3117,2005
18913,1993
2440,2001
5500,1985
8893,1997
15607,2003
6205,2004
3504,1973
11090,2004
8830,1998
2670,2004
3668,1990
14311,2004
16405,1986
9717,2000
13511,1995
16434,2004
6047,1994
8962,2002
17392,2004
16980,1986
7352,1985
8591,1996
11835,1992
19614,2000
10535,1991
14503,1988
10839,2003
14555,2001
8713,1986
9146,1989
2588,2003
9288,2005
13376,1986
12462,1990
9129,1992
556,1991
8166,1994
19950,2005
15724,1988
6330,2001
18118,2004
12823,2004
8590,2004
7509,2001
3487,2002
8240,1991
2186,1994
6855,1986
5867,2004
10051,1990
12311,2003
10442,2011
6748,1986
15136,2002
845,2005
14560,2003
16663,2000
19760,2007
17341,2002
451,1985
5360,1997
18846,2002
2085,1999
10387,2005
2744,1987
3655,1998
19031,2005
8302,2005
8506,1986
10372,2004
3425,1996
3551,2004
12860,1986
17822,2006
19505,1985
11335,2003
7269,1994
15612,2002
10987,1985
176,1996
47,1996
10638,2003
17302,2004
5207,1992
3422,2004
7561,1997
3332,1998
7462,2003
19693,2005
1018,1997
5881,1997
8750,1990
3042,2002
13789,2003
11334,1997
10008,2005
3061,2001
17153,2004
15159,2003
9069,1991
1079,1996
19098,2003
3387,1987
15177,2004
18325,2005
14048,2003
18181,1999
19907,1994
7979,1999
503,2007
16210,1991
15647,1997
100,1993
6641,2004
4597,2001
3344,2004
1357,2003
9188,2003
6984,2005
5813,2001
3434,2000
15199,1987
7900,1998
11928,2004
17020,1988
2387,1996
12626,1989
5396,1988
10182,2002
7736,1990
16514,2008
10335,1996
7587,1998
11721,2010
1487,1995
19269,2000
13844,1996
2023,1985
15019,2004
5907,1996
12386,2001
18374,1986
7332,2002
10688,2004
11853,1991
4666,1992
10245,1995
6759,1988
2616,2006
4772,2005
11514,2001
4526,2005
905,2005
6658,2004
11026,1985
7936,2001
14961,1990
8959,2004
14312,2004
10735,2000
10491,1998
14842,2004
11538,2006
12430,1995
5857,2002
5777,1991
14087,1998
3976,2003
19064,1999
3836,1999
8501,2001
9115,2005
18133,1998
9016,2005
3901,2002
19076,2003
11223,1985
16749,2004
2289,1993
17593,2002
887,1999
17671,1986
10772,2005
4361,1996
6142,1985
15001,1992
14381,2004
12762,1992
11389,1991
4085,2002
3297,1985
15025,1992
9634,1999
16571,2004
16293,2004
17412,2006
14815,2005
16251,1987
10610,2002
9232,1995
19668,1999
3531,1998
9695,1988
17162,2000
10155,2007
18335,1997
140,1997
19095,2004
4730,1998
11137,2004
5483,2003
8694,2002
19216,2003
3882,2004
19121,2004
9529,2004
16842,2004
6136,2002
14739,1985
18014,1991
2669,2004
4754,1999
13319,2004
465,2003
12141,2001
7751,1988
10634,1998
15804,1992
9768,1998
2526,2002
19503,2004
12191,1995
4289,1990
12535,1993
6712,2005
3206,2002
10847,2005
19581,1989
16698,1985
5852,2004
2838,2001
9671,2005
18947,1986
17610,1989
8235,2003
4252,2004
11993,1995
18022,2006
3900,2004
10374,1999
4318,2001
9466,2001
5254,1985
14053,1986
16563,2005
10613,2004
5047,2005
6798,1990
18400,2005
18738,1986
5692,2004
12329,2004
15250,2001
6290,1996
2882,2005
12434,1998
19596,2004
11368,2002
10018,2006
12890,1987
17542,1986
6327,1997
1837,2004
18651,1998
4770,2004
2419,2003
12363,2005
7791,2002
4677,1996
11602,2003
2439,2004
14201,1987
12725,1990
9711,2001
4005,2002
3898,2004
16241,2000
15763,2005
16277,2002
17006,1984
10890,2004
3561,1983
5206,2002
11976,2000
19439,2005
2870,1991
11820,1995
8705,1997
7219,2005
10449,2001
6701,2004
12179,1996
9240,1996
6475,1996
12410,2005
16282,2004
7362,1999
1887,1985
8279,1989
10334,2001
19014,1989
8381,1996
11455,1987
15978,1986
9532,1991
10059,1994
12822,1988
10541,2003
18230,2000
4312,1990
11708,1998
1407,2010
2276,2005
16292,1992
14865,2005
5575,2002
13957,1985
14413,1996
2997,2002
18232,1986
1088,1989
15431,2001
8896,2006
14840,2004
14453,1999
7303,2004
1458,2004
700,1996
15830,1993
18644,2011
19232,1998
11421,2004
9025,2001
1232,1988
1104,2004
12473,2004
11186,2004
2562,1989
4783,1992
3006,1988
10749,1991
11275,1999
7021,2004
11912,1992
17960,1997
15128,1996
8143,1993
15825,2005
17316,2004
1978,1989
1554,2000
15801,2004
16618,2003
7793,2003
4999,1985
17111,2005
11286,2004
110,1998
118,1983
19930,1988
12968,2007
17254,1997
3712,1986
7929,1992
539,2003
9555,1999
13094,2004
204,2003
1460,2003
1863,2010
11992,1992
17865,1997
6485,1994
6321,1997
296,2004
6620,1987
5861,1987
4774,2003
8766,2003
9567,1994
10728,1997
11331,1990
9841,1995
10244,2005
10094,2004
12759,1995
13196,2002
13993,1997
10928,2005
4415,1994
8446,1999
2765,1999
4351,1996
1918,2004
10356,2001
6796,1992
11300,2000
15896,1987
10620,2003
11957,2005
19593,1993
9297,1989
14885,2007
13259,1992
19914,2004
11075,2004
4314,2005
13016,2001
9678,2004
7115,1998
395,1988
2467,1995
5985,1984
12308,2004
4259,1986
14106,2000
11779,1998
4558,2004
15406,2001
5847,2001
8171,2002
8118,2003
10268,1992
9882,1986
2952,2004
7945,2005
14123,1994
8036,1990
8507,1997
954,2002
16844,1993
6782,1990
10122,2002
4393,2003
2124,2004
16129,1988
3991,2004
14278,1997
244,1986
5454,2003
19072,1988
4618,2004
9752,1993
1919,1994
9372,2003
2767,2003
3859,2003
1580,1987
6841,1989
10701,2002
6742,2005
3540,2006
5323,1986
19582,1997
3667,1988
16955,1985
11502,2000
11901,2007
9067,1988
9663,2004
14253,2001
11204,2005
9057,1987
3049,2005
17661,2000
4571,2005
7383,2004
14794,1996
1485,1992
10337,2006
12512,2004
15120,1994
5356,2003
18519,2001
13616,1989
3868,1987
6895,2003
3022,2004
17051,1984
15876,2005
18391,1992
7848,2006
13846,1995
13410,2003
1306,2003
16570,2006
7835,1999
4212,2003
17737,2002
10515,2000
6480,2001
19813,1998
6660,1999
15255,1987
13713,1986
19828,1987
19703,2004
14107,2005
6420,2001
11656,2003
7072,1990
9114,2003
7213,1990
5874,1998
2051,1988
13223,1999
4216,1987
4008,2002
1133,1986
18961,1995
13142,1988
796,1988
16014,1999
10536,1991
9913,1989
14819,1998
14081,1999
17977,2004
3278,1993
8062,1991
7846,1998
10825,2004
2413,2006
518,1993
10738,2001
10212,1987
958,2004
14396,1996
487,2004
3168,2004
5198,1996
295,2004
12128,2003
17601,1991
7205,1990
9562,1993
372,1980
13503,2005
1469,1992
10467,1993
17596,2004
3949,2005
1418,2006
10123,2005
4833,1993
10227,2005
4467,2004
3463,2000
12459,2005
9926,2004
16381,2004
17409,1999
18693,2004
16883,1995
3114,2004
6905,1990
993,2006
17750,1987
17470,1992
12963,1986
9436,2004
5472,1997
8254,1994
10375,1986
5583,2003
3347,1988
8509,1993
13011,2002
8270,2004
16424,1996
13398,1999
1090,2005
6654,1998
7252,2005
14237,2002
10553,1998
1608,1987
17095,1998
14265,2001
2566,1997
5361,2006
11254,1999
11728,2006
5898,2001
6820,2005
14149,2002
6931,1994
3131,2006
5249,1986
14843,1993
7938,2001
19057,1998
1944,2003
15835,2005
6235,1999
18979,2007
6284,1998
4155,2004
9528,1996
5146,1992
11844,2007
5990,2003
2191,2003
11566,2004
7711,2002
8861,2003
4592,1994
575,2000
1759,1997
5161,2004
9662,1996
13692,2000
1255,1989
11510,1993
5204,2004
10697,2005
13759,1988
5221,1988
3508,1999
10397,2004
7771,1988
13918,2000
8339,2004
8521,2005
3094,1999
18584,1999
14937,2004
14429,2003
8882,1994
6611,2005
11753,1992
17937,2003
16775,1994
13154,1988
9942,1984
16714,1985
13821,2003
19748,1989
3173,1988
9627,1986
7389,2002
18451,1991
11954,2004
7863,1984
12219,1985
9221,1991
17238,2004
18596,1997
11834,2003
19313,1993
5728,2000
14112,1989
5752,2004
12671,2004
7193,1994
6563,2008
5654,1987
5236,1987
8957,2004
15176,1988
5131,2003
17672,2004
6688,1996
13960,2003
6546,2003
19649,1995
7776,1996
2001,2002
19041,2005
19613,1987
5126,1988
1939,2004
5585,1999
10330,1999
11173,2004
10289,2003
16291,2004
3651,1988
2185,2002
9605,2000
19363,2001
28,2005
10897,1990
7947,2004
17762,2005
4234,2003
7994,2003
1131,2004
13332,2002
15359,2004
11216,2002
10500,1993
9734,1996
18221,1993
4636,1997
369,2006
6797,2003
4307,1986
9763,2004
16716,2004
8337,1998
8261,2003
15395,1988
4027,1995
8842,1985
10527,2007
3490,2004
1761,2005
18578,1987
5556,1999
9245,1998
8032,1996
1626,2001
14193,2002
4024,1992
15169,2004
670,2006
13317,1995
2516,2004
18903,2005
4358,2001
12647,2005
8271,2007
4708,2005
563,2004
12397,2005
9338,1984
1742,2009
10941,2000
10879,2004
3607,2004
9884,1989
5179,2002
16738,2000
3626,1994
19063,1988
4586,2005
1733,2004
543,2001
688,2005
18848,2002
17204,2005
2065,2005
11139,2002
2630,2004
5740,2003
15017,2003
6976,1999
4964,1990
17811,1998
6952,2001
6347,1997
822,1985
16048,1984
7519,1992
7481,2005
5784,2001
6240,2005
19134,2005
17725,1989
18449,2002
3530,2005
13876,1994
10435,1999
11392,1987
7811,1993
5525,1980
15342,2004
15420,1999
9676,1995
12969,1991
11174,1997
12675,2000
620,1997
18592,2004
989,2003
13563,2002
11966,2004
15388,2005
15618,2005
12295,1999
15975,2004
7467,2005
1728,2000
6906,1988
2893,1993
3390,2002
17441,1988
926,1995
409,1989
9501,2003
2693,1988
890,1990
6260,1994
5980,1989
1906,2005
981,2001
6141,1995
16309,1994
19753,2004
6217,2003
212,2003
4181,2003
4718,1992
10382,1993
9746,2004
10925,2002
5486,2004
10499,2010
2858,1996
2,1999
15104,1987
13716,1998
14964,1984
9440,2001
8488,2002
16822,1998
7676,1999
19953,1992
10756,1997
14845,2000
16369,2005
19557,2004
15844,2003
248,1986
6550,2004
5466,2005
3087,2005
7550,1988
16996,2003
18815,1998
15856,2004
11163,2003
11825,1999
19996,1991
6059,2003
17383,2005
4209,1994
2847,2005
37,1991
9995,2001
10764,2003
3783,1984
6082,1995
9524,2011
12429,1984
2722,1999
3580,1985
11839,1995
7424,1985
18383,1990
6366,2003
2206,2002
13429,2005
5134,1987
11072,1984
18258,2004
13617,2004
4149,2005
2878,1987
4873,1994
15785,1999
11474,1999
19164,1996
15799,2003
13652,2004
7498,2002
15874,1991
11318,1996
7001,1989
3066,1996
2512,1996
9982,2011
3129,2001
8455,1985
2894,1987
11640,2004
15430,1987
5571,2002
18061,2005
18845,2005
9008,1986
19345,2000
8764,1992
510,1998
9716,1988
6282,2005
7705,2000
4602,2005
10309,2005
12034,2006
10287,2004
4588,1988
9105,2003
9790,1993
3427,1996
15901,2003
15189,2006
5751,2002
4761,2002
935,2004
18900,1993
4339,1998
4705,1999
18017,1996
2392,2004
10965,2004
13467,1991
12980,2005
8470,1986
12800,1987
16562,2003
11319,1994
8878,1998
15424,2007
4975,1999
3757,1989
15619,2002
3775,2002
9500,2001
1661,2002
902,2004
17726,1985
18067,2001
14807,1996
806,2005
14716,1998
19327,1994
14238,1994
17353,2002
14469,2002
2884,2005
6140,1987
1739,1992
13422,2002
8714,1998
4900,1985
7373,1997
4215,1990
16348,1995
9602,2000
137,1995
3436,1990
19306,1999
655,1986
5277,2004
12582,2005
2164,1994
8065,2002
14094,2001
725,1992
9044,1989
19754,2004
5006,1989
382,1986
17192,2002
17303,2005
6915,1998
8508,2000
15369,1971
8432,1991
11920,2005
8863,2004
1808,2004
9225,1987
10856,2001
11027,2004
17849,1990
1387,1990
17757,2002
15462,2004
1139,2001
6826,2003
17186,2006
9289,1988
5812,1998
10765,2000
18257,2005
9737,1990
11584,2001
2650,2002
19215,2001
7730,1994
2043,2006
11748,1986
6516,2004
17434,2000
7161,1989
3308,1990
3522,1986
14177,2004
13710,1996
16307,1990
5306,2005
7769,1996
1609,1987
10308,2001
14179,1997
2159,2003
6496,2004
14833,1992
1026,1997
1009,1987
14228,2003
18269,1997
17073,1987
130,1986
12302,2005
6226,2002
714,2002
12851,2007
14224,2004
1819,1986
10200,1999
13805,2002
11316,2004
6426,2004
13660,1992
1529,1996
14977,1993
6593,1999
15043,1992
16630,1993
2243,2004
19504,1973
14186,2003
2975,2006
17922,2003
6036,2003
14813,1993
10817,2011
19472,1986
8028,2001
18781,1998
15094,2003
661,1985
740,1992
14203,1989
5084,1988
11743,1998
4345,1988
8953,1995
18896,2003
16757,1998
8418,1994
1746,1997
3609,1989
18005,2002
10986,2001
12161,1997
7518,1986
749,1987
744,1995
12098,2004
13013,1994
11505,1994
6173,2004
625,2005
5295,2005
18813,1996
6154,2000
2590,1987
13093,2003
13124,2003
11841,2003
1271,1991
5824,1995
11482,1997
9010,1993
14171,1991
11917,2003
18799,2004
18692,1994
6542,1990
14927,1997
179,2004
8839,2004
18362,1988
13161,2005
5405,2004
17069,2004
13360,1985
14773,1993
16010,1992
9147,1999
2565,1990
7646,1994
10096,2002
14769,1992
15073,2003
16017,1988
19585,1994
12135,2005
7407,1999
9037,2004
11171,2006
17551,1991
18092,1999
11338,2005
19118,2001
16857,1986
12261,1994
2573,1997
11304,1987
15567,1985
15409,2000
17606,1998
15310,2005
13262,2003
11535,2005
12245,2006
13577,1986
10993,2002
19856,2004
8195,1986
169,2002
820,2003
13560,1985
4422,1998
12767,2002
952,2003
18504,2003
2781,2005
15626,2003
6354,2002
5053,2005
9709,2004
854,2005
8592,2001
1390,1999
3156,1986
10805,1989
9545,1995
42,1990
2221,1997
2618,1999
14553,1992
1435,2005
4928,2003
8155,2004
5906,1988
2585,1989
6312,1995
10627,1993
12059,2005
13491,2004
12710,1995
12199,1990
3842,1998
10322,2003
12030,1985
13441,1998
4986,1998
11573,1997
11359,2002
6497,1999
8228,2002
6893,1993
15706,2002
17946,2004
9179,1986
14691,1997
16515,1993
4516,1988
6174,1992
5839,2005
1455,1985
6806,2003
15083,2004
15437,2004
15292,2004
10436,1994
4476,1987
17571,2001
4445,1989
2741,2004
74,1994
7555,2004
8309,1999
10064,2004
18057,2004
17233,2004
12646,1993
9277,2005
19558,1999
4389,2002
8441,1990
14435,1996
1157,1998
5313,1999
7484,1992
900,1987
5138,1989
13402,2002
2536,2003
3045,2005
11268,2004
7174,2003
9492,1987
10571,2005
4487,1985
2523,2011
1403,2004
18665,2005
16449,1987
4630,2002
16439,1990
8043,2004
12889,1986
8011,2002
5938,2006
6103,2006
5386,2002
17060,2004
5211,2005
14917,1994
8915,1986
2327,1995
14343,1987
3193,1998
9733,1990
16229,1987
14705,2004
11164,1986
2115,2004
11403,2000
12476,1993
5481,2002
3150,2003
6204,2004
4392,1998
1627,1993
6301,1995
6632,1990
5986,1996
12768,1995
19882,2003
18865,2002
4384,2001
15290,1989
17191,2004
19209,2005
10763,2004
13722,2002
8281,1991
11095,2003
15624,2005
19660,2006
11229,2004
11400,1986
12554,1995
19198,1997
7098,1989
2658,2004
8112,1997
3844,1995
4982,1992
11628,2007
3981,1998
3773,2005
18339,1999
15709,2004
5109,1999
17332,1991
11034,2003
957,1998
12333,2001
18346,1999
4413,1998
11160,2003
11927,1994
690,1997
12376,2001
17675,2004
4268,1997
3429,1994
207,2004
8876,1997
8211,2002
15985,2004
13279,2004
10827,2002
9957,2007
12033,1988
3737,1989
2142,1997
7768,1986
2188,1989
19644,1986
8850,1999
8122,2003
10770,1993
18972,2002
13991,1986
13848,1991
3335,2004
2398,1999
9049,1991
9047,2002
6912,2001
13390,1988
7261,1999
15304,2000
17283,2011
19469,2005
18805,1990
5218,1996
12335,1988
16431,2001
11237,2004
17835,1998
17824,2004
13421,1999
18948,2005
16106,1992
14118,1993
6689,2003
16750,2003
8230,2001
11899,1990
19899,2005
15213,1988
8811,2000
9409,2005
13384,1986
11285,2005
6966,1998
10400,2004
10751,1988
7350,1990
8640,2007
13542,1987
11866,2001
12573,2004
11030,1994
19321,2004
5818,2002
9462,1987
4987,2007
10495,1996
4295,1999
5670,1997
15206,2002
15254,1993
17782,1999
15949,2004
9269,2004
15540,1984
17798,2004
15536,2004
7660,1994
19942,1994
16760,1990
10175,1987
11420,1989
7273,2002
3548,1988
7230,2003
15863,1991
8064,2004
10828,2000
8806,2002
4565,1990
13643,1997
813,1984
14926,1987
6328,1990
14765,1990
7019,2002
16806,2000
12015,2004
11326,1987
3714,1985
15156,1992
9,2008
12537,2006
3497,2004
18682,1992
12985,1995
18177,2002
1655,1994
10069,1998
5994,1989
19328,1992
16319,2009
3413,2005
15882,2002
17717,1988
17882,1996
7372,2004
2229,1987
2652,1985
2887,1988
4515,2004
11098,1994
13119,1989
8358,1987
6578,2003
2288,1984
19738,1999
19454,2005
18924,1992
12048,1997
9283,2005
7539,2003
10950,2005
6602,1999
12615,1991
17827,2002
8101,2002
16436,2005
16835,2004
3810,1993
2807,1997
18560,2005
2513,2002
779,2004
16999,1994
6752,1997
15375,2005
13995,2007
4414,1992
12838,1991
86,1990
19981,1987
14274,1994
2797,2005
5426,1993
4304,2007
5572,1990
3172,1989
15859,2005
399,2000
7027,1996
1645,1993
4286,2003
11783,1991
10420,1989
13828,2001
5349,1991
12275,1993
7237,2003
6263,2004
14945,1987
17850,1996
19446,1998
14415,1986
5523,2000
4518,1992
5524,2000
11118,1987
7735,2005
14944,1987
12491,1987
19795,2002
4197,2003
14409,2000
9809,2001
10339,2003
2254,2003
10452,2005
3111,1994
6954,1997
17413,1997
7366,2005
13494,2003
17602,1992
12469,1996
14994,2002
10,2005
10320,1995
15895,2001
6753,1990
4739,2004
391,1996
14824,1997
8698,1997
4020,1999
2739,1993
13826,1993
15637,2004
19459,2004
7760,1998
13967,2001
10178,1991
15384,2000
4925,1999
6265,2007
9616,1990
5908,2003
411,1999
19205,2005
12501,2002
8485,2001
6681,1995
6326,1996
9096,2001
13352,2008
19208,2004
12436,1997
10514,2005
6825,1998
1898,2006
14013,2004
5613,2004
6022,1998
13682,1992
15463,2005
13811,2000
3560,2001
12370,2004
7698,2004
9610,2006
3931,2005
14387,2003
15983,1997
1667,1985
17761,2004
7986,1997
13003,2004
3987,1995
2529,2004
3553,1990
3350,1990
6566,2002
15739,2003
8527,2005
1587,2007
7432,2001
616,1987
16482,2001
3826,1993
15671,2004
17961,2000
19045,2004
2034,2004
7671,1990
735,2005
12304,1990
13813,2000
1583,2004
521,1988
15710,1991
13717,2001
15181,1993
10088,2000
14061,2006
9775,2006
899,2002
13448,1990
10410,1999
1039,1990
11553,1997
15918,1985
10533,2002
4285,1990
14796,2004
10146,2005
10016,2002
17265,2003
15964,2004
13175,1988
2469,1994
10572,1988
6547,1988
2646,2005
3203,1985
1747,1987
2603,1992
5756,2005
16202,2004
4251,1999
2463,2002
16330,2003
16587,1998
14564,1986
5763,2003
15249,1993
3237,2004
18086,1998
13351,1989
9587,2006
3529,2006
11426,2005
12189,1996
11477,1990
16201,1989
12255,1994
11323,2003
13915,2003
536,2002
4488,2002
14559,2004
7792,2004
5819,2001
2623,2001
2360,2005
8421,2004
10998,2001
8384,2006
12027,2004
15239,1994
3612,1988
1526,1996
19480,2006
17996,1996
16364,2002
13061,2003
12488,2004
6358,1990
10473,2003
13830,1987
3052,1991
13504,1984
1968,1984
16680,2004
18530,1992
12513,1999
17846,2004
1524,2001
17556,1996
11295,1997
9177,2003
2015,2003
2218,2004
11943,1997
4247,2003
13246,2003
8005,2004
14254,1998
4354,2004
10324,2003
3484,1999
3622,1988
10793,2004
13873,1991
1280,1990
16810,1999
14527,2006
3148,1997
10806,2002
16966,2004
16278,2003
18044,2003
4980,1988
5759,1989
9070,2004
19571,2005
1352,2005
7829,2006
921,1987
5606,1994
14552,1999
18555,2004
11945,2003
11112,2004
7510,1997
13378,1989
18031,2001
1569,2005
11168,2006
7964,2002
5354,1987
4509,2003
11260,2005
9454,2007
9937,2002
11991,2004
5761,1988
8693,1998
16406,2003
14487,1987
13863,2004
2681,2005
18770,1994
12732,1999
15673,2004
7584,1988
9835,2008
856,1998
13779,1985
10263,2004
16601,2005
3082,2001
4067,2002
19471,2005
17709,2000
13453,1986
895,1989
3750,2002
7868,2006
4316,1993
12522,2005
17235,2005
14499,1985
15027,1986
2572,1994
7434,1986
11534,2007
13667,1997
12273,2005
6604,2004
18936,2004
3451,1991
7674,2004
12400,2001
3852,1998
19733,1999
5171,2006
17028,2005
2520,2004
11903,1986
12924,2003
14422,2001
10968,2002
11463,1987
18435,1985
3198,2002
8399,2001
17892,2003
16671,1994
2604,1994
603,1997
8519,2002
438,1998
1695,2005
9697,2004
4326,1985
19514,1996
3190,2000
14480,1993
8661,2004
6941,1986
9361,1989
12359,2005
4054,1999
4619,1989
18016,1993
19035,1987
18192,1993
7577,2004
19341,1991
2828,2004
4185,2002
17851,1992
17501,1987
710,1988
8782,1992
14328,1992
11119,2003
1415,2003
9171,2002
2447,2004
5922,2004
2725,2011
19357,2005
9592,2003
17197,2000
9866,2006
18954,1994
11201,1992
16346,2004
7923,2005
5793,2005
4359,2003
18776,2005
15408,1994
13972,1985
2033,2004
