id,year
14928,1991
1246,2000
8760,2000
14543,1997
14636,2002
2427,1998
613,2003
11219,2002
6108,1993
4089,1992
8359,1992
10945,2004
7068,1995
16612,1992
2370,2004
16780,1999
7060,1987
6025,1991
864,2004
17858,2004
9889,1996
9173,1998
17582,1996
1108,1992
18714,2000
15791,1991
1479,2004
18361,2000
14787,1991
9181,1997
8586,1992
19658,2002
4012,2004
12323,2002
4377,1989
13347,1999
18908,2003
14699,2002
11786,2004
4116,2004
16608,1986
0,2000
14367,1997
12282,2004
6005,1998
1933,1984
14803,1996
11720,2004
14932,1991
11767,1993
14758,2000
1521,2004
11487,1991
10181,1997
1682,2004
9271,1989
8294,2004
13138,1997
11458,2004
9844,2003
11153,1994
6663,1992
1419,2004
10589,1981
9355,2002
5287,1985
6163,2004
9376,1991
13276,2004
3269,2001
12618,2001
964,2001
16139,1997
10824,1994
18392,1995
17141,1990
1858,1984
12021,2002
12948,1984
9613,2004
17838,1999
14849,2002
4061,1998
14837,1984
9646,1991
19584,1988
3823,1999
5309,2003
5767,1988
12939,2000
14359,2000
16646,2004
9894,2004
249,1999
3878,1997
15336,2002
10238,1998
11638,2001
1823,2001
19007,1990
7540,1999
15062,2002
6437,2000
10229,2003
19094,2001
5528,2004
18522,1994
12385,2004
11172,1996
4507,1999
4671,2005
10612,2000
7622,2004
1482,2004
1102,1997
6579,2002
13838,1998
15559,2004
14538,1994
16882,2001
13041,2002
8120,2004
9521,1997
5402,2004
8557,1986
17134,1997
17636,1996
4297,1993
17664,2002
9886,2004
7345,2004
5650,1983
7394,2002
9415,2004
16686,2005
7426,1992
8703,1992
1790,1996
19025,1990
17442,2001
19978,1998
10390,1993
1894,2003
14100,1997
8409,1995
7605,1995
6914,1986
10628,1984
3191,2002
8965,2004
15065,1994
9935,1992
7411,1994
2179,1996
9027,1976
19182,1998
13197,1989
3833,1995
8908,1998
14071,1999
8970,1988
11749,2004
10568,2006
1186,1996
17393,2004
6532,2000
14662,2002
14332,2004
12678,2000
17245,1989
4692,2003
16112,2004
3597,1996
19840,2004
13608,2004
10033,1987
2768,2004
840,2004
9943,1996
10605,2003
313,1999
7532,2004
6883,1989
871,1984
2147,2004
19249,1992
3913,2004
11523,2004
13791,2004
7091,2004
17590,2000
16947,1995
182,2004
4713,1991
15404,2001
11694,2000
12688,1988
18847,2003
1544,2004
11394,1994
12118,1981
7449,2006
14232,2004
15852,2004
11099,1987
1226,2004
4697,2004
19304,1994
18441,1997
16114,1999
13985,1996
10012,1990
12917,2002
4641,2001
14300,2004
3587,1993
337,1997
14892,2004
3410,2001
18349,2001
10299,2004
5604,2001
2901,2004
19903,1994
2011,1989
413,1995
8448,1981
3273,2002
6449,2004
5125,1992
712,2002
14440,2004
6944,1996
1470,1997
8159,1983
8091,2003
10312,1996
7324,2003
600,2002
5286,2005
678,1980
13130,1985
8196,1991
17342,1998
12389,1987
18033,2002
19791,2004
1044,1994
1532,1989
15044,1992
16331,2000
10192,1989
9655,2004
4834,2001
11762,2001
7861,2002
9468,2004
14682,2004
19873,2004
10071,1991
19113,2004
12490,2002
1637,1991
8030,2004
4465,1998
3372,1990
18190,1995
2946,1988
14148,2005
10028,2002
1343,2004
2103,2004
11781,1989
6892,2001
8246,2004
14938,1987
7250,2004
11730,2004
8287,1997
8434,1992
13131,1991
8963,2001
15584,2004
14174,1999
2770,1996
10635,1994
4172,2001
16218,2004
1720,1998
8834,1994
17690,2005
6306,2004
18487,1999
10109,2004
18710,1998
7753,2004
3818,1995
2994,2003
17926,2001
16592,1987
4930,1987
17391,1990
552,2004
103,2004
5437,1998
13481,1996
16783,1991
17183,2004
10084,2001
14714,2003
18317,2003
10959,2003
13800,2001
12659,2004
18838,1999
19809,1996
12880,2004
2575,2004
10164,2004
11509,1987
6977,2004
8272,2002
9729,2003
5764,2002
17930,1998
7987,1992
3593,2004
11948,1996
6680,2001
12813,2002
17666,2000
18370,2005
14447,1997
10733,2003
14683,2004
12064,1999
12066,1996
3558,1990
18311,2005
18717,1987
11180,2000
1266,2002
614,2002
7831,2003
9431,1990
14284,1992
12909,2004
11472,2002
3763,2004
8256,1999
13986,2004
18115,1998
15200,1983
17538,1988
6060,1993
7123,1998
10691,1996
12238,1999
302,1981
16072,1997
15542,1997
540,1995
16637,2002
1601,2004
5081,1998
18656,1999
8587,1995
9325,1998
8124,1997
16895,2004
1683,1996
4936,2004
19188,1998
16736,1988
17196,1995
12393,1992
9852,2004
16412,2004
12174,2004
14302,2002
13931,2004
973,1986
422,1995
10039,1996
8146,2004
19029,2004
7014,1991
230,2001
10443,2000
17947,1994
8602,1993
3117,2004
18913,1993
2440,2004
5500,1986
8893,1996
15607,2002
6205,2004
3504,1977
11090,2004
8830,2002
2670,2004
3668,1989
14311,2002
16405,1985
9717,1999
13511,1991
16434,2003
6047,1996
8962,2002
17392,2004
16980,1985
7352,1984
8591,1997
11835,1994
19614,2003
10535,1993
14503,1998
10839,2002
14555,2004
8713,1980
9146,1995
2588,2003
9288,2004
13376,1988
12462,1994
9129,1993
556,1993
8166,1996
19950,2004
15724,1989
6330,2001
18118,2004
12823,2004
8590,2004
7509,2000
3487,2003
8240,2004
2186,1996
6855,1988
5867,2003
10051,1990
12311,2004
10442,2006
6748,1988
15136,2002
845,2007
14560,2004
16663,2004
19760,2004
17341,2000
451,1982
5360,1998
18846,1999
2085,1998
10387,2004
2744,1988
3655,1999
19031,2004
8302,2004
8506,1987
10372,2002
3425,1999
3551,2003
12860,1986
17822,2004
19505,1981
11335,2002
7269,1992
15612,2002
10987,1984
176,1995
47,1994
10638,1999
17302,2004
5207,1997
3422,2004
7561,1997
3332,1999
7462,2002
19693,2004
1018,2003
5881,1996
8750,1993
3042,2002
13789,2003
11334,1997
10008,2004
3061,1998
17153,2004
15159,2000
9069,1991
1079,1997
19098,2001
3387,1987
15177,2004
18325,2005
14048,2003
18181,1999
19907,1996
7979,2000
503,2005
16210,1991
15647,1997
100,1994
6641,2004
4597,2000
3344,2004
1357,2004
9188,2001
6984,2004
5813,1997
3434,1999
15199,1989
7900,1997
11928,2003
17020,1992
2387,2000
12626,1989
5396,1989
10182,2001
7736,1999
16514,2004
10335,1997
7587,1997
11721,2005
1487,1995
19269,2001
13844,1994
2023,1986
15019,2004
5907,1997
12386,2001
18374,1989
7332,2000
10688,2004
11853,1988
4666,1994
10245,1998
6759,1991
2616,2004
4772,2004
11514,2003
4526,2004
905,2004
6658,2004
11026,2002
7936,2001
14961,1995
8959,2004
14312,2003
10735,1997
10491,1999
14842,2004
11538,2004
12430,2003
5857,1998
5777,1991
14087,1999
3976,2000
19064,1998
3836,1999
8501,1999
9115,2004
18133,1997
9016,2004
3901,2002
19076,2003
11223,1981
16749,2003
2289,1986
17593,2003
887,1999
17671,1986
10772,2004
4361,1993
6142,1989
15001,1996
14381,2002
12762,1994
11389,1992
4085,2003
3297,1983
15025,2005
9634,1997
16571,2004
16293,2004
17412,2004
14815,2004
16251,1990
10610,2003
9232,1992
19668,1998
3531,2002
9695,1988
17162,1999
10155,2004
18335,1998
140,1999
19095,2002
4730,1997
11137,2004
5483,2004
8694,2005
19216,1998
3882,2004
19121,2004
9529,2004
16842,2001
6136,2005
14739,1980
18014,1990
2669,2002
4754,1996
13319,2004
465,2004
12141,2000
7751,1990
10634,1998
15804,1992
9768,1998
2526,2001
19503,2004
12191,1997
4289,1992
12535,1996
6712,2004
3206,2002
10847,2004
19581,1989
16698,1985
5852,2004
2838,2001
9671,2004
18947,1993
17610,1994
8235,2003
4252,2004
11993,1996
18022,2004
3900,2004
10374,2004
4318,2000
9466,2002
5254,1980
14053,1985
16563,2004
10613,2003
5047,2004
6798,1992
18400,2004
18738,1985
5692,2004
12329,2004
15250,2004
6290,1997
2882,2005
12434,2001
19596,2004
11368,2000
10018,2004
12890,1988
17542,1988
6327,2004
1837,2004
18651,1996
4770,2003
2419,2003
12363,2004
7791,2002
4677,1995
11602,2003
2439,2004
14201,1991
12725,1992
9711,1999
4005,2000
3898,2004
16241,1995
15763,2004
16277,2002
17006,1978
10890,2004
3561,1973
5206,1998
11976,1999
19439,2004
2870,1992
11820,1995
8705,1996
7219,2004
10449,2004
6701,2004
12179,1997
9240,1995
6475,1998
12410,2004
16282,2004
7362,1999
1887,1979
8279,1996
10334,2002
19014,1990
8381,1998
11455,1987
15978,1989
9532,1992
10059,1995
12822,1987
10541,1999
18230,1997
4312,1987
11708,2002
1407,2004
2276,2004
16292,1999
14865,2004
5575,2002
13957,1988
14413,1997
2997,1998
18232,1987
1088,1990
15431,2000
8896,2004
14840,2004
14453,2003
7303,2004
1458,2004
700,1997
15830,1996
18644,2006
19232,2004
11421,2005
9025,2001
1232,1985
1104,2004
12473,2004
11186,2004
2562,1990
4783,1994
3006,1992
10749,1989
11275,1998
7021,2004
11912,1992
17960,1998
15128,2000
8143,1995
15825,2004
17316,2004
1978,1995
1554,1999
15801,2004
16618,2004
7793,2004
4999,1982
17111,2004
11286,2004
110,2000
118,1980
19930,1987
12968,2005
17254,1996
3712,1982
7929,1997
539,1999
9555,1999
13094,2004
204,2002
1460,2004
1863,2005
11992,1994
17865,1995
6485,1993
6321,2004
296,2004
6620,1987
5861,1990
4774,2004
8766,2001
9567,1993
10728,2000
11331,1994
9841,1998
10244,2004
10094,2003
12759,1997
13196,2004
13993,1996
10928,2004
4415,1995
8446,2000
2765,1997
4351,2000
1918,2004
10356,1999
6796,2006
11300,1998
15896,1987
10620,2002
11957,2003
19593,1996
9297,1989
14885,2004
13259,2005
19914,2003
11075,2002
4314,2004
13016,1999
9678,2004
7115,1994
395,1985
2467,1995
5985,1981
12308,2003
4259,1990
14106,2002
11779,2000
4558,2004
15406,2001
5847,2001
8171,2000
8118,2004
10268,1994
9882,1987
2952,2002
7945,2004
14123,1995
8036,1992
8507,1995
954,2000
16844,1992
6782,1992
10122,2001
4393,2002
2124,2003
16129,1991
3991,2004
14278,2000
244,1990
5454,2002
19072,1988
4618,2004
9752,1996
1919,1996
9372,2003
2767,2004
3859,2002
1580,1983
6841,1992
10701,2001
6742,2004
3540,2004
5323,2001
19582,1994
3667,1988
16955,1980
11502,1999
11901,2004
9067,1989
9663,1999
14253,2001
11204,2004
9057,1992
3049,2004
17661,2001
4571,2004
7383,2002
14794,2004
1485,1996
10337,2004
12512,2002
15120,1994
5356,2002
18519,2002
13616,1991
3868,1989
6895,2002
3022,2004
17051,2005
15876,2004
18391,1990
7848,2004
13846,1997
13410,2003
1306,2002
16570,2004
7835,2003
4212,2001
17737,2002
10515,1998
6480,2001
19813,1997
6660,2004
15255,1986
13713,1988
19828,1986
19703,2003
14107,2002
6420,2000
11656,2004
7072,1993
9114,2004
7213,1996
5874,2001
2051,1988
13223,1996
4216,1990
4008,2001
1133,1984
18961,1995
13142,1989
796,1989
16014,2001
10536,1991
9913,1992
14819,1996
14081,1998
17977,2004
3278,1989
8062,1991
7846,1999
10825,2004
2413,2004
518,1991
10738,2002
10212,1987
958,2004
14396,1997
487,2002
3168,2003
5198,1995
295,2004
12128,2002
17601,1993
7205,1991
9562,1994
372,1980
13503,2004
1469,1997
10467,2000
17596,2002
3949,2004
1418,2004
10123,2004
4833,1996
10227,2004
4467,2004
3463,1997
12459,2004
9926,2004
16381,2004
17409,1998
18693,2004
16883,1997
3114,2003
6905,1993
993,2005
17750,1991
17470,1995
12963,1985
9436,2004
5472,1994
8254,1996
10375,1988
5583,2004
3347,1993
8509,1995
13011,2000
8270,2004
16424,1997
13398,2002
1090,2004
6654,2003
7252,2004
14237,2002
10553,1998
1608,1997
17095,2004
14265,2003
2566,1998
5361,2004
11254,1999
11728,2004
5898,2000
6820,2004
14149,2001
6931,1995
3131,2004
5249,1986
14843,1995
7938,2002
19057,1993
1944,2002
15835,2004
6235,1998
18979,2004
6284,1999
4155,2001
9528,1996
5146,1993
11844,2005
5990,1999
2191,1999
11566,2004
7711,1998
8861,2003
4592,1998
575,1999
1759,1999
5161,2004
9662,2000
13692,1998
1255,1991
11510,1992
5204,2003
10697,2004
13759,1988
5221,1992
3508,1998
10397,2004
7771,1989
13918,2006
8339,2004
8521,2004
3094,1995
18584,1997
14937,2004
14429,2001
8882,1995
6611,2004
11753,1993
17937,2004
16775,1997
13154,1991
9942,1983
16714,2005
13821,2002
19748,1995
3173,1989
9627,1986
7389,2000
18451,1996
11954,2004
7863,1984
12219,1981
9221,1992
17238,2001
18596,1997
11834,2003
19313,1995
5728,1999
14112,1989
5752,2004
12671,2003
7193,1994
6563,2004
5654,1986
5236,1985
8957,2004
15176,1990
5131,2003
17672,2003
6688,1998
13960,2002
6546,2004
19649,1995
7776,1999
2001,2000
19041,1999
19613,1988
5126,1988
1939,2003
5585,1998
10330,2001
11173,2004
10289,2000
16291,2004
3651,1987
2185,2000
9605,2004
19363,1999
28,2004
10897,1995
7947,2002
17762,2004
4234,2001
7994,2004
1131,2004
13332,1996
15359,2004
11216,2002
10500,1993
9734,1999
18221,1995
4636,1999
369,2004
6797,2000
4307,1987
9763,2004
16716,2004
8337,1997
8261,2002
15395,1989
4027,1995
8842,1984
10527,2004
3490,2004
1761,2004
18578,2000
5556,1999
9245,1999
8032,2002
1626,1998
14193,2003
4024,1994
15169,2004
670,2004
13317,1996
2516,2001
18903,2004
4358,2000
12647,2004
8271,2004
4708,2004
563,2004
12397,2004
9338,1984
1742,2005
10941,2002
10879,2004
3607,2004
9884,2002
5179,1999
16738,2004
3626,1995
19063,1988
4586,2005
1733,2004
543,2000
688,2004
18848,2000
17204,2004
2065,2003
11139,2002
2630,2004
5740,2004
15017,2001
6976,2003
4964,1992
17811,1999
6952,2000
6347,2002
822,1984
16048,1981
7519,1992
7481,2005
5784,1995
6240,2004
19134,2004
17725,1993
18449,2001
3530,2004
13876,1997
10435,2001
11392,1991
7811,1994
5525,1983
15342,2003
15420,1998
9676,1996
12969,1993
11174,1998
12675,2000
620,1999
18592,2004
989,2003
13563,2001
11966,2004
15388,2004
15618,2004
12295,1998
15975,2002
7467,2004
1728,2000
6906,1991
2893,1996
3390,2001
17441,1989
926,1996
409,1991
9501,2002
2693,1989
890,1993
6260,1994
5980,1990
1906,2004
981,2001
6141,1997
16309,1992
19753,2004
6217,2000
212,2002
4181,2002
4718,1990
10382,1997
9746,2004
10925,2001
5486,2004
10499,2005
2858,1999
2,2000
15104,1992
13716,2001
14964,1980
9440,2001
8488,1999
16822,1998
7676,1999
19953,1991
10756,1997
14845,2001
16369,2004
19557,2004
15844,2003
248,1989
6550,2004
5466,2003
3087,2004
7550,1987
16996,2003
18815,2002
15856,2004
11163,2002
11825,1998
19996,1993
6059,2004
17383,2004
4209,1995
2847,2004
37,1991
9995,2004
10764,2000
3783,1984
6082,1994
9524,2004
12429,1980
2722,2000
3580,1991
11839,2003
7424,1982
18383,1995
6366,2003
2206,1999
13429,2003
5134,1986
11072,1979
18258,2004
13617,2002
4149,2004
2878,1991
4873,1996
15785,2004
11474,2000
19164,1998
15799,2001
13652,2004
7498,2000
15874,1992
11318,1995
7001,1990
3066,1997
2512,1998
9982,2006
3129,1998
8455,1984
2894,1992
11640,2004
15430,1987
5571,1999
18061,2004
18845,2004
9008,1985
19345,2001
8764,1997
510,2000
9716,1989
6282,2004
7705,2000
4602,2004
10309,2003
12034,2004
10287,2004
4588,1994
9105,2000
9790,1994
3427,1998
15901,2001
15189,2004
5751,2003
4761,2000
935,1999
18900,1993
4339,1997
4705,2000
18017,1998
2392,2002
10965,2004
13467,1999
12980,2004
8470,1984
12800,1994
16562,2004
11319,1997
8878,2001
15424,2005
4975,2000
3757,1989
15619,2002
3775,2002
9500,1999
1661,2000
902,2002
17726,1989
18067,1999
14807,1997
806,2004
14716,1999
19327,1993
14238,1995
17353,2002
14469,2000
2884,2004
6140,1989
1739,1993
13422,2004
8714,2002
4900,1984
7373,2002
4215,1996
16348,1996
9602,2000
137,1996
3436,1994
19306,2000
655,1986
5277,2004
12582,2004
2164,1993
8065,2004
14094,1998
725,1995
9044,1991
19754,2003
5006,1991
382,1986
17192,2003
17303,2003
6915,1996
8508,2000
15369,1975
8432,1992
11920,2003
8863,2001
1808,2004
9225,1988
10856,1999
11027,2004
17849,1992
1387,1999
17757,2000
15462,2004
1139,2000
6826,2001
17186,2004
9289,1989
5812,1997
10765,1998
18257,2004
9737,1992
11584,2003
2650,2003
19215,2002
7730,1995
2043,2004
11748,1986
6516,2000
17434,2002
7161,1994
3308,1993
3522,1987
14177,2002
13710,1999
16307,1993
5306,2002
7769,1996
1609,1984
10308,1996
14179,1997
2159,2001
6496,2004
14833,1992
1026,2001
1009,1987
14228,2002
18269,1998
17073,1988
130,1984
12302,2004
6226,2003
714,2000
12851,2005
14224,2002
1819,1985
10200,2001
13805,1998
11316,2004
6426,2004
13660,1994
1529,1995
14977,1995
6593,1998
15043,1992
16630,1996
2243,2004
19504,1972
14186,2001
2975,2004
17922,2001
6036,2001
14813,2000
10817,2011
19472,1985
8028,2004
18781,1994
15094,2002
661,1981
740,1999
14203,1991
5084,1984
11743,2000
4345,1991
8953,1998
18896,2003
16757,2000
8418,1994
1746,2000
3609,1992
18005,2003
10986,2003
12161,1995
7518,1986
749,1988
744,1995
12098,2004
13013,1994
11505,2002
6173,2004
625,2004
5295,2004
18813,1998
6154,1998
2590,1984
13093,2000
13124,2001
11841,1999
1271,1995
5824,1994
11482,2000
9010,1994
14171,1994
11917,2003
18799,1996
18692,1997
6542,1991
14927,1997
179,2002
8839,2004
18362,1990
13161,2004
5405,2004
17069,2004
13360,1983
14773,1992
16010,1991
9147,1999
2565,1993
7646,1996
10096,1999
14769,1992
15073,1995
16017,1993
19585,1993
12135,2004
7407,1997
9037,2003
11171,2004
17551,1993
18092,1994
11338,2005
19118,2002
16857,1986
12261,1995
2573,1997
11304,1985
15567,1985
15409,1999
17606,2000
15310,2004
13262,2002
11535,2004
12245,2004
13577,1992
10993,2001
19856,2004
8195,1986
169,2002
820,2001
13560,1983
4422,1999
12767,2002
952,2001
18504,2003
2781,2004
15626,2000
6354,2005
5053,2004
9709,2004
854,2004
8592,2000
1390,1995
3156,1990
10805,1991
9545,2000
42,1991
2221,2002
2618,1996
14553,1992
1435,2003
4928,2003
8155,2004
5906,1989
2585,1992
6312,1993
10627,1994
12059,2005
13491,2003
12710,1997
12199,1992
3842,1998
10322,1996
12030,1985
13441,1999
4986,2000
11573,1999
11359,2001
6497,2004
8228,2001
6893,2002
15706,2004
17946,2000
9179,1987
14691,1997
16515,1996
4516,1991
6174,1993
5839,2004
1455,1985
6806,2004
15083,2002
15437,2004
15292,2004
10436,1993
4476,1990
17571,2000
4445,1990
2741,2004
74,1997
7555,2004
8309,2003
10064,2004
18057,2004
17233,2002
12646,1994
9277,2004
19558,1996
4389,2003
8441,1999
14435,1991
1157,1998
5313,1997
7484,1996
900,1985
5138,1993
13402,2003
2536,2003
3045,2004
11268,2004
7174,2001
9492,1986
10571,2004
4487,1992
2523,2005
1403,2003
18665,2004
16449,1989
4630,2001
16439,2003
8043,2004
12889,1988
8011,2002
5938,2004
6103,2004
5386,2003
17060,2004
5211,2004
14917,1990
8915,1986
2327,2000
14343,1986
3193,2001
9733,1992
16229,1989
14705,2004
11164,1985
2115,2002
11403,1998
12476,1994
5481,2003
3150,2003
6204,2004
4392,2002
1627,1994
6301,1996
6632,1992
5986,1998
12768,2005
19882,2004
18865,2004
4384,2000
15290,1992
17191,2002
19209,2004
10763,2004
13722,2004
8281,2001
11095,2003
15624,2004
19660,2004
11229,2003
11400,1986
12554,1994
19198,1996
7098,1998
2658,2004
8112,1994
3844,1994
4982,1991
11628,2004
3981,2000
3773,2004
18339,1992
15709,2004
5109,2002
17332,1992
11034,2003
957,1995
12333,2004
18346,1998
4413,1993
11160,2000
11927,2002
690,2000
12376,2004
17675,2004
4268,1997
3429,1994
207,2000
8876,2004
8211,2000
15985,2004
13279,2004
10827,2000
9957,2004
12033,1992
3737,1989
2142,1997
7768,1989
2188,1989
19644,1983
8850,2000
8122,2004
10770,1989
18972,2003
13991,1989
13848,1995
3335,2003
2398,2003
9049,1997
9047,2003
6912,1998
13390,1986
7261,2004
15304,2002
17283,2005
19469,2004
18805,1992
5218,2003
12335,1991
16431,2004
11237,2003
17835,2000
17824,2004
13421,1999
18948,2004
16106,1994
14118,1993
6689,2004
16750,2004
8230,2000
11899,1990
19899,2004
15213,1990
8811,1999
9409,2002
13384,1987
11285,2004
6966,1997
10400,2004
10751,1987
7350,1991
8640,2004
13542,1988
11866,2002
12573,2003
11030,1997
19321,2004
5818,2002
9462,1988
4987,2004
10495,1994
4295,1998
5670,1994
15206,2001
15254,1994
17782,1997
15949,2002
9269,2004
15540,1980
17798,2004
15536,2002
7660,1997
19942,1993
16760,1992
10175,2001
11420,1992
7273,1999
3548,1992
7230,2003
15863,1990
8064,2004
10828,1999
8806,2002
4565,1991
13643,1998
813,1979
14926,1991
6328,1992
14765,1997
7019,2002
16806,2000
12015,2004
11326,1989
3714,1985
15156,1990
9,2004
12537,2004
3497,2004
18682,1993
12985,1999
18177,2004
1655,1995
10069,1999
5994,1990
19328,1992
16319,2005
3413,2004
15882,1999
17717,1991
17882,2005
7372,2004
2229,1991
2652,1982
2887,1992
4515,2002
11098,1995
13119,1993
8358,1989
6578,2004
2288,2002
19738,1995
19454,1986
18924,1993
12048,1996
9283,2004
7539,2004
10950,2004
6602,2001
12615,1985
17827,2001
8101,2002
16436,2004
16835,2004
3810,1994
2807,1997
18560,2004
2513,2002
779,2002
16999,1997
6752,1997
15375,2004
13995,2005
4414,1999
12838,2000
86,1991
19981,1986
14274,1995
2797,1995
5426,2004
4304,2005
5572,1992
3172,1989
15859,2004
399,1998
7027,1997
1645,1993
4286,2002
11783,1995
10420,1992
13828,1999
5349,1991
12275,1995
7237,2004
6263,2003
14945,1987
17850,1996
19446,1998
14415,1987
5523,1999
4518,1993
5524,2001
11118,1989
7735,2004
14944,1983
12491,1988
19795,2000
4197,2001
14409,1997
9809,2000
10339,2001
2254,2001
10452,2004
3111,1992
6954,2003
17413,1997
7366,2004
13494,2004
17602,1993
12469,2001
14994,2001
10,2004
10320,1995
15895,2003
6753,1991
4739,2004
391,1997
14824,1994
8698,1999
4020,1994
2739,1991
13826,1991
15637,2004
19459,2004
7760,1997
13967,1997
10178,1986
15384,1996
4925,2001
6265,2004
9616,1993
5908,2001
411,2003
19205,2004
12501,2003
8485,2002
6681,1995
6326,1997
9096,2001
13352,2005
19208,2004
12436,1998
10514,2004
6825,2004
1898,2004
14013,2004
5613,2004
6022,1999
13682,1994
15463,2004
13811,1998
3560,2000
12370,2002
7698,2003
9610,2004
3931,2004
14387,2004
15983,1996
1667,1988
17761,2004
7986,1998
13003,2004
3987,1992
2529,2004
3553,1993
3350,1990
6566,2000
15739,2003
8527,2004
1587,2004
7432,2004
616,1989
16482,2003
3826,1999
15671,2002
17961,1996
19045,2004
2034,2002
7671,1992
735,2004
12304,1988
13813,1997
1583,2004
521,1991
15710,1995
13717,2000
15181,1996
10088,2000
14061,2004
9775,2005
899,2002
13448,1990
10410,2004
1039,1991
11553,1994
15918,1987
10533,2003
4285,2000
14796,2004
10146,2004
10016,2001
17265,2003
15964,2003
13175,1986
2469,1993
10572,1995
6547,1990
2646,2004
3203,1983
1747,1990
2603,1993
5756,2004
16202,2003
4251,1999
2463,2002
16330,2004
16587,1997
14564,1988
5763,2004
15249,1993
3237,2001
18086,1998
13351,1992
9587,2004
3529,2004
11426,2004
12189,2002
11477,1989
16201,1992
12255,1992
11323,2001
13915,2004
536,2000
4488,2001
14559,2004
7792,2004
5819,1998
2623,2002
2360,2004
8421,2002
10998,1997
8384,2004
12027,2002
15239,1995
3612,1994
1526,1997
19480,2004
17996,1998
16364,2001
13061,2002
12488,2004
6358,1992
10473,2004
13830,1987
3052,1999
13504,1981
1968,1978
16680,2002
18530,2005
12513,1999
17846,2004
1524,1999
17556,1996
11295,1992
9177,2002
2015,2004
2218,2001
11943,1997
4247,2003
13246,2004
8005,2003
14254,1999
4354,2002
10324,1999
3484,1996
3622,1987
10793,2002
13873,1993
1280,1993
16810,2000
14527,2004
3148,1997
10806,1992
16966,2004
16278,2002
18044,2003
4980,1986
5759,1992
9070,2004
19571,2004
1352,2004
7829,2004
921,1987
5606,1994
14552,2004
18555,2004
11945,2002
11112,1998
7510,2000
13378,1986
18031,2001
1569,2004
11168,2004
7964,2002
5354,1988
4509,2003
11260,2004
9454,2004
9937,2004
11991,2004
5761,1991
8693,1997
16406,2002
14487,1988
13863,2003
2681,2004
18770,1994
12732,1998
15673,2003
7584,1989
9835,2004
856,2000
13779,1984
10263,2004
16601,2004
3082,2001
4067,2001
19471,2004
17709,1999
13453,1990
895,1999
3750,2000
7868,2004
4316,1994
12522,2004
17235,2004
14499,1984
15027,1981
2572,1993
7434,1987
11534,2004
13667,1996
12273,2004
6604,2004
18936,2004
3451,1992
7674,2004
12400,2000
3852,2000
19733,1997
5171,2004
17028,2004
2520,2001
11903,1984
12924,2000
14422,1996
10968,2002
11463,1987
18435,1983
3198,2001
8399,2003
17892,2004
16671,1995
2604,2003
603,1996
8519,2000
438,2000
1695,2004
9697,2004
4326,1984
19514,1999
3190,1994
14480,1993
8661,2003
6941,1988
9361,1992
12359,2004
4054,1998
4619,1990
18016,1993
19035,1989
18192,1993
7577,2003
19341,1993
2828,2002
4185,2002
17851,1996
17501,1991
710,1995
8782,2004
14328,1995
11119,2003
1415,2003
9171,2004
2447,2003
5922,2004
2725,2005
19357,2004
9592,2001
17197,1999
9866,2004
18954,1995
11201,1994
16346,2004
7923,2004
5793,2004
4359,2003
18776,2004
15408,1992
13972,1982
2033,2004
